date.0,date.1,date.2,date.3,date.4,date.5,date.6,date.7,date.8
2042-12-24,24/12/2042,12/24/2042,"24th December, 2042","December 24th, 2042",2042/12/24,"December 24th, 2042",24-12-2042,24 Dec 2042
1939-06-24,24/06/1939,06/24/1939,"24th June, 1939","June 24th, 1939",1939/06/24,"June 24th, 1939",24-06-1939,24 Jun 1939
2089-01-17,17/01/2089,01/17/2089,"17th January, 2089","January 17th, 2089",2089/01/17,"January 17th, 2089",17-01-2089,17 Jan 2089
2008-02-04,04/02/2008,02/04/2008,"4th February, 2008","February 4th, 2008",2008/02/04,"February 4th, 2008",04-02-2008,04 Feb 2008
2087-09-19,19/09/2087,09/19/2087,"19th September, 2087","September 19th, 2087",2087/09/19,"September 19th, 2087",19-09-2087,19 Sep 2087
1939-07-15,15/07/1939,07/15/1939,"15th July, 1939","July 15th, 1939",1939/07/15,"July 15th, 1939",15-07-1939,15 Jul 1939
1964-03-02,02/03/1964,03/02/1964,"2nd March, 1964","March 2nd, 1964",1964/03/02,"March 2nd, 1964",02-03-1964,02 Mar 1964
2092-10-13,13/10/2092,10/13/2092,"13th October, 2092","October 13th, 2092",2092/10/13,"October 13th, 2092",13-10-2092,13 Oct 2092
2054-05-12,12/05/2054,05/12/2054,"12th May, 2054","May 12th, 2054",2054/05/12,"May 12th, 2054",12-05-2054,12 May 2054
1941-11-18,18/11/1941,11/18/1941,"18th November, 1941","November 18th, 1941",1941/11/18,"November 18th, 1941",18-11-1941,18 Nov 1941
1946-11-11,11/11/1946,11/11/1946,"11th November, 1946","November 11th, 1946",1946/11/11,"November 11th, 1946",11-11-1946,11 Nov 1946
2055-06-23,23/06/2055,06/23/2055,"23rd June, 2055","June 23rd, 2055",2055/06/23,"June 23rd, 2055",23-06-2055,23 Jun 2055
2080-08-12,12/08/2080,08/12/2080,"12th August, 2080","August 12th, 2080",2080/08/12,"August 12th, 2080",12-08-2080,12 Aug 2080
2079-04-17,17/04/2079,04/17/2079,"17th April, 2079","April 17th, 2079",2079/04/17,"April 17th, 2079",17-04-2079,17 Apr 2079
2027-10-04,04/10/2027,10/04/2027,"4th October, 2027","October 4th, 2027",2027/10/04,"October 4th, 2027",04-10-2027,04 Oct 2027
1984-02-25,25/02/1984,02/25/1984,"25th February, 1984","February 25th, 1984",1984/02/25,"February 25th, 1984",25-02-1984,25 Feb 1984
2092-10-07,07/10/2092,10/07/2092,"7th October, 2092","October 7th, 2092",2092/10/07,"October 7th, 2092",07-10-2092,07 Oct 2092
1969-05-24,24/05/1969,05/24/1969,"24th May, 1969","May 24th, 1969",1969/05/24,"May 24th, 1969",24-05-1969,24 May 1969
2063-05-23,23/05/2063,05/23/2063,"23rd May, 2063","May 23rd, 2063",2063/05/23,"May 23rd, 2063",23-05-2063,23 May 2063
2074-06-30,30/06/2074,06/30/2074,"30th June, 2074","June 30th, 2074",2074/06/30,"June 30th, 2074",30-06-2074,30 Jun 2074
2079-09-08,08/09/2079,09/08/2079,"8th September, 2079","September 8th, 2079",2079/09/08,"September 8th, 2079",08-09-2079,08 Sep 2079
1915-10-06,06/10/1915,10/06/1915,"6th October, 1915","October 6th, 1915",1915/10/06,"October 6th, 1915",06-10-1915,06 Oct 1915
2063-10-01,01/10/2063,10/01/2063,"1st October, 2063","October 1st, 2063",2063/10/01,"October 1st, 2063",01-10-2063,01 Oct 2063
1952-10-14,14/10/1952,10/14/1952,"14th October, 1952","October 14th, 1952",1952/10/14,"October 14th, 1952",14-10-1952,14 Oct 1952
2072-01-01,01/01/2072,01/01/2072,"1st January, 2072","January 1st, 2072",2072/01/01,"January 1st, 2072",01-01-2072,01 Jan 2072
2098-04-26,26/04/2098,04/26/2098,"26th April, 2098","April 26th, 2098",2098/04/26,"April 26th, 2098",26-04-2098,26 Apr 2098
1997-08-10,10/08/1997,08/10/1997,"10th August, 1997","August 10th, 1997",1997/08/10,"August 10th, 1997",10-08-1997,10 Aug 1997
1967-02-21,21/02/1967,02/21/1967,"21st February, 1967","February 21st, 1967",1967/02/21,"February 21st, 1967",21-02-1967,21 Feb 1967
2044-08-24,24/08/2044,08/24/2044,"24th August, 2044","August 24th, 2044",2044/08/24,"August 24th, 2044",24-08-2044,24 Aug 2044
1916-03-29,29/03/1916,03/29/1916,"29th March, 1916","March 29th, 1916",1916/03/29,"March 29th, 1916",29-03-1916,29 Mar 1916
1955-02-09,09/02/1955,02/09/1955,"9th February, 1955","February 9th, 1955",1955/02/09,"February 9th, 1955",09-02-1955,09 Feb 1955
1996-09-20,20/09/1996,09/20/1996,"20th September, 1996","September 20th, 1996",1996/09/20,"September 20th, 1996",20-09-1996,20 Sep 1996
2009-07-31,31/07/2009,07/31/2009,"31st July, 2009","July 31st, 2009",2009/07/31,"July 31st, 2009",31-07-2009,31 Jul 2009
1935-01-06,06/01/1935,01/06/1935,"6th January, 1935","January 6th, 1935",1935/01/06,"January 6th, 1935",06-01-1935,06 Jan 1935
1983-06-19,19/06/1983,06/19/1983,"19th June, 1983","June 19th, 1983",1983/06/19,"June 19th, 1983",19-06-1983,19 Jun 1983
2016-06-04,04/06/2016,06/04/2016,"4th June, 2016","June 4th, 2016",2016/06/04,"June 4th, 2016",04-06-2016,04 Jun 2016
2091-12-16,16/12/2091,12/16/2091,"16th December, 2091","December 16th, 2091",2091/12/16,"December 16th, 2091",16-12-2091,16 Dec 2091
2038-04-12,12/04/2038,04/12/2038,"12th April, 2038","April 12th, 2038",2038/04/12,"April 12th, 2038",12-04-2038,12 Apr 2038
2085-12-28,28/12/2085,12/28/2085,"28th December, 2085","December 28th, 2085",2085/12/28,"December 28th, 2085",28-12-2085,28 Dec 2085
1906-07-11,11/07/1906,07/11/1906,"11th July, 1906","July 11th, 1906",1906/07/11,"July 11th, 1906",11-07-1906,11 Jul 1906
1999-07-18,18/07/1999,07/18/1999,"18th July, 1999","July 18th, 1999",1999/07/18,"July 18th, 1999",18-07-1999,18 Jul 1999
2097-11-21,21/11/2097,11/21/2097,"21st November, 2097","November 21st, 2097",2097/11/21,"November 21st, 2097",21-11-2097,21 Nov 2097
2052-07-27,27/07/2052,07/27/2052,"27th July, 2052","July 27th, 2052",2052/07/27,"July 27th, 2052",27-07-2052,27 Jul 2052
2091-06-15,15/06/2091,06/15/2091,"15th June, 2091","June 15th, 2091",2091/06/15,"June 15th, 2091",15-06-2091,15 Jun 2091
1935-05-13,13/05/1935,05/13/1935,"13th May, 1935","May 13th, 1935",1935/05/13,"May 13th, 1935",13-05-1935,13 May 1935
1903-02-22,22/02/1903,02/22/1903,"22nd February, 1903","February 22nd, 1903",1903/02/22,"February 22nd, 1903",22-02-1903,22 Feb 1903
2018-06-02,02/06/2018,06/02/2018,"2nd June, 2018","June 2nd, 2018",2018/06/02,"June 2nd, 2018",02-06-2018,02 Jun 2018
2082-11-19,19/11/2082,11/19/2082,"19th November, 2082","November 19th, 2082",2082/11/19,"November 19th, 2082",19-11-2082,19 Nov 2082
1961-01-04,04/01/1961,01/04/1961,"4th January, 1961","January 4th, 1961",1961/01/04,"January 4th, 1961",04-01-1961,04 Jan 1961
2073-08-05,05/08/2073,08/05/2073,"5th August, 2073","August 5th, 2073",2073/08/05,"August 5th, 2073",05-08-2073,05 Aug 2073
1967-12-15,15/12/1967,12/15/1967,"15th December, 1967","December 15th, 1967",1967/12/15,"December 15th, 1967",15-12-1967,15 Dec 1967
1925-09-19,19/09/1925,09/19/1925,"19th September, 1925","September 19th, 1925",1925/09/19,"September 19th, 1925",19-09-1925,19 Sep 1925
1908-08-30,30/08/1908,08/30/1908,"30th August, 1908","August 30th, 1908",1908/08/30,"August 30th, 1908",30-08-1908,30 Aug 1908
1993-05-20,20/05/1993,05/20/1993,"20th May, 1993","May 20th, 1993",1993/05/20,"May 20th, 1993",20-05-1993,20 May 1993
2024-10-26,26/10/2024,10/26/2024,"26th October, 2024","October 26th, 2024",2024/10/26,"October 26th, 2024",26-10-2024,26 Oct 2024
2014-03-14,14/03/2014,03/14/2014,"14th March, 2014","March 14th, 2014",2014/03/14,"March 14th, 2014",14-03-2014,14 Mar 2014
1991-01-01,01/01/1991,01/01/1991,"1st January, 1991","January 1st, 1991",1991/01/01,"January 1st, 1991",01-01-1991,01 Jan 1991
1980-01-13,13/01/1980,01/13/1980,"13th January, 1980","January 13th, 1980",1980/01/13,"January 13th, 1980",13-01-1980,13 Jan 1980
1901-02-15,15/02/1901,02/15/1901,"15th February, 1901","February 15th, 1901",1901/02/15,"February 15th, 1901",15-02-1901,15 Feb 1901
2080-10-28,28/10/2080,10/28/2080,"28th October, 2080","October 28th, 2080",2080/10/28,"October 28th, 2080",28-10-2080,28 Oct 2080
2001-04-16,16/04/2001,04/16/2001,"16th April, 2001","April 16th, 2001",2001/04/16,"April 16th, 2001",16-04-2001,16 Apr 2001
1955-04-10,10/04/1955,04/10/1955,"10th April, 1955","April 10th, 1955",1955/04/10,"April 10th, 1955",10-04-1955,10 Apr 1955
2004-08-23,23/08/2004,08/23/2004,"23rd August, 2004","August 23rd, 2004",2004/08/23,"August 23rd, 2004",23-08-2004,23 Aug 2004
1904-11-03,03/11/1904,11/03/1904,"3rd November, 1904","November 3rd, 1904",1904/11/03,"November 3rd, 1904",03-11-1904,03 Nov 1904
1908-09-22,22/09/1908,09/22/1908,"22nd September, 1908","September 22nd, 1908",1908/09/22,"September 22nd, 1908",22-09-1908,22 Sep 1908
2057-07-31,31/07/2057,07/31/2057,"31st July, 2057","July 31st, 2057",2057/07/31,"July 31st, 2057",31-07-2057,31 Jul 2057
1913-03-27,27/03/1913,03/27/1913,"27th March, 1913","March 27th, 1913",1913/03/27,"March 27th, 1913",27-03-1913,27 Mar 1913
2026-11-10,10/11/2026,11/10/2026,"10th November, 2026","November 10th, 2026",2026/11/10,"November 10th, 2026",10-11-2026,10 Nov 2026
1999-02-18,18/02/1999,02/18/1999,"18th February, 1999","February 18th, 1999",1999/02/18,"February 18th, 1999",18-02-1999,18 Feb 1999
1949-12-08,08/12/1949,12/08/1949,"8th December, 1949","December 8th, 1949",1949/12/08,"December 8th, 1949",08-12-1949,08 Dec 1949
1927-09-15,15/09/1927,09/15/1927,"15th September, 1927","September 15th, 1927",1927/09/15,"September 15th, 1927",15-09-1927,15 Sep 1927
1956-09-09,09/09/1956,09/09/1956,"9th September, 1956","September 9th, 1956",1956/09/09,"September 9th, 1956",09-09-1956,09 Sep 1956
2091-08-20,20/08/2091,08/20/2091,"20th August, 2091","August 20th, 2091",2091/08/20,"August 20th, 2091",20-08-2091,20 Aug 2091
1980-07-26,26/07/1980,07/26/1980,"26th July, 1980","July 26th, 1980",1980/07/26,"July 26th, 1980",26-07-1980,26 Jul 1980
1958-01-03,03/01/1958,01/03/1958,"3rd January, 1958","January 3rd, 1958",1958/01/03,"January 3rd, 1958",03-01-1958,03 Jan 1958
1982-01-03,03/01/1982,01/03/1982,"3rd January, 1982","January 3rd, 1982",1982/01/03,"January 3rd, 1982",03-01-1982,03 Jan 1982
2091-03-13,13/03/2091,03/13/2091,"13th March, 2091","March 13th, 2091",2091/03/13,"March 13th, 2091",13-03-2091,13 Mar 2091
2064-08-26,26/08/2064,08/26/2064,"26th August, 2064","August 26th, 2064",2064/08/26,"August 26th, 2064",26-08-2064,26 Aug 2064
2083-12-13,13/12/2083,12/13/2083,"13th December, 2083","December 13th, 2083",2083/12/13,"December 13th, 2083",13-12-2083,13 Dec 2083
1937-11-14,14/11/1937,11/14/1937,"14th November, 1937","November 14th, 1937",1937/11/14,"November 14th, 1937",14-11-1937,14 Nov 1937
2055-07-21,21/07/2055,07/21/2055,"21st July, 2055","July 21st, 2055",2055/07/21,"July 21st, 2055",21-07-2055,21 Jul 2055
1959-02-08,08/02/1959,02/08/1959,"8th February, 1959","February 8th, 1959",1959/02/08,"February 8th, 1959",08-02-1959,08 Feb 1959
2053-05-14,14/05/2053,05/14/2053,"14th May, 2053","May 14th, 2053",2053/05/14,"May 14th, 2053",14-05-2053,14 May 2053
1945-03-25,25/03/1945,03/25/1945,"25th March, 1945","March 25th, 1945",1945/03/25,"March 25th, 1945",25-03-1945,25 Mar 1945
2065-11-04,04/11/2065,11/04/2065,"4th November, 2065","November 4th, 2065",2065/11/04,"November 4th, 2065",04-11-2065,04 Nov 2065
1910-03-16,16/03/1910,03/16/1910,"16th March, 1910","March 16th, 1910",1910/03/16,"March 16th, 1910",16-03-1910,16 Mar 1910
2088-12-26,26/12/2088,12/26/2088,"26th December, 2088","December 26th, 2088",2088/12/26,"December 26th, 2088",26-12-2088,26 Dec 2088
1955-03-23,23/03/1955,03/23/1955,"23rd March, 1955","March 23rd, 1955",1955/03/23,"March 23rd, 1955",23-03-1955,23 Mar 1955
1977-02-21,21/02/1977,02/21/1977,"21st February, 1977","February 21st, 1977",1977/02/21,"February 21st, 1977",21-02-1977,21 Feb 1977
1922-08-16,16/08/1922,08/16/1922,"16th August, 1922","August 16th, 1922",1922/08/16,"August 16th, 1922",16-08-1922,16 Aug 1922
2019-09-01,01/09/2019,09/01/2019,"1st September, 2019","September 1st, 2019",2019/09/01,"September 1st, 2019",01-09-2019,01 Sep 2019
2084-08-22,22/08/2084,08/22/2084,"22nd August, 2084","August 22nd, 2084",2084/08/22,"August 22nd, 2084",22-08-2084,22 Aug 2084
1971-12-28,28/12/1971,12/28/1971,"28th December, 1971","December 28th, 1971",1971/12/28,"December 28th, 1971",28-12-1971,28 Dec 1971
2027-10-22,22/10/2027,10/22/2027,"22nd October, 2027","October 22nd, 2027",2027/10/22,"October 22nd, 2027",22-10-2027,22 Oct 2027
1922-06-09,09/06/1922,06/09/1922,"9th June, 1922","June 9th, 1922",1922/06/09,"June 9th, 1922",09-06-1922,09 Jun 1922
1959-01-04,04/01/1959,01/04/1959,"4th January, 1959","January 4th, 1959",1959/01/04,"January 4th, 1959",04-01-1959,04 Jan 1959
2006-04-15,15/04/2006,04/15/2006,"15th April, 2006","April 15th, 2006",2006/04/15,"April 15th, 2006",15-04-2006,15 Apr 2006
2073-10-12,12/10/2073,10/12/2073,"12th October, 2073","October 12th, 2073",2073/10/12,"October 12th, 2073",12-10-2073,12 Oct 2073
1997-10-03,03/10/1997,10/03/1997,"3rd October, 1997","October 3rd, 1997",1997/10/03,"October 3rd, 1997",03-10-1997,03 Oct 1997
1965-12-24,24/12/1965,12/24/1965,"24th December, 1965","December 24th, 1965",1965/12/24,"December 24th, 1965",24-12-1965,24 Dec 1965
1921-07-16,16/07/1921,07/16/1921,"16th July, 1921","July 16th, 1921",1921/07/16,"July 16th, 1921",16-07-1921,16 Jul 1921
2074-12-14,14/12/2074,12/14/2074,"14th December, 2074","December 14th, 2074",2074/12/14,"December 14th, 2074",14-12-2074,14 Dec 2074
1929-06-11,11/06/1929,06/11/1929,"11th June, 1929","June 11th, 1929",1929/06/11,"June 11th, 1929",11-06-1929,11 Jun 1929
1945-06-25,25/06/1945,06/25/1945,"25th June, 1945","June 25th, 1945",1945/06/25,"June 25th, 1945",25-06-1945,25 Jun 1945
2061-06-14,14/06/2061,06/14/2061,"14th June, 2061","June 14th, 2061",2061/06/14,"June 14th, 2061",14-06-2061,14 Jun 2061
2066-09-26,26/09/2066,09/26/2066,"26th September, 2066","September 26th, 2066",2066/09/26,"September 26th, 2066",26-09-2066,26 Sep 2066
1909-07-02,02/07/1909,07/02/1909,"2nd July, 1909","July 2nd, 1909",1909/07/02,"July 2nd, 1909",02-07-1909,02 Jul 1909
1967-05-21,21/05/1967,05/21/1967,"21st May, 1967","May 21st, 1967",1967/05/21,"May 21st, 1967",21-05-1967,21 May 1967
1938-01-26,26/01/1938,01/26/1938,"26th January, 1938","January 26th, 1938",1938/01/26,"January 26th, 1938",26-01-1938,26 Jan 1938
2088-09-26,26/09/2088,09/26/2088,"26th September, 2088","September 26th, 2088",2088/09/26,"September 26th, 2088",26-09-2088,26 Sep 2088
2079-08-11,11/08/2079,08/11/2079,"11th August, 2079","August 11th, 2079",2079/08/11,"August 11th, 2079",11-08-2079,11 Aug 2079
2023-06-01,01/06/2023,06/01/2023,"1st June, 2023","June 1st, 2023",2023/06/01,"June 1st, 2023",01-06-2023,01 Jun 2023
2079-05-04,04/05/2079,05/04/2079,"4th May, 2079","May 4th, 2079",2079/05/04,"May 4th, 2079",04-05-2079,04 May 2079
1949-09-05,05/09/1949,09/05/1949,"5th September, 1949","September 5th, 1949",1949/09/05,"September 5th, 1949",05-09-1949,05 Sep 1949
2078-08-25,25/08/2078,08/25/2078,"25th August, 2078","August 25th, 2078",2078/08/25,"August 25th, 2078",25-08-2078,25 Aug 2078
2082-09-07,07/09/2082,09/07/2082,"7th September, 2082","September 7th, 2082",2082/09/07,"September 7th, 2082",07-09-2082,07 Sep 2082
2082-04-23,23/04/2082,04/23/2082,"23rd April, 2082","April 23rd, 2082",2082/04/23,"April 23rd, 2082",23-04-2082,23 Apr 2082
2063-10-30,30/10/2063,10/30/2063,"30th October, 2063","October 30th, 2063",2063/10/30,"October 30th, 2063",30-10-2063,30 Oct 2063
2011-09-18,18/09/2011,09/18/2011,"18th September, 2011","September 18th, 2011",2011/09/18,"September 18th, 2011",18-09-2011,18 Sep 2011
2038-05-25,25/05/2038,05/25/2038,"25th May, 2038","May 25th, 2038",2038/05/25,"May 25th, 2038",25-05-2038,25 May 2038
2028-01-29,29/01/2028,01/29/2028,"29th January, 2028","January 29th, 2028",2028/01/29,"January 29th, 2028",29-01-2028,29 Jan 2028
2048-01-14,14/01/2048,01/14/2048,"14th January, 2048","January 14th, 2048",2048/01/14,"January 14th, 2048",14-01-2048,14 Jan 2048
2003-02-21,21/02/2003,02/21/2003,"21st February, 2003","February 21st, 2003",2003/02/21,"February 21st, 2003",21-02-2003,21 Feb 2003
2072-09-17,17/09/2072,09/17/2072,"17th September, 2072","September 17th, 2072",2072/09/17,"September 17th, 2072",17-09-2072,17 Sep 2072
2055-08-01,01/08/2055,08/01/2055,"1st August, 2055","August 1st, 2055",2055/08/01,"August 1st, 2055",01-08-2055,01 Aug 2055
1974-04-13,13/04/1974,04/13/1974,"13th April, 1974","April 13th, 1974",1974/04/13,"April 13th, 1974",13-04-1974,13 Apr 1974
1961-11-12,12/11/1961,11/12/1961,"12th November, 1961","November 12th, 1961",1961/11/12,"November 12th, 1961",12-11-1961,12 Nov 1961
2003-12-19,19/12/2003,12/19/2003,"19th December, 2003","December 19th, 2003",2003/12/19,"December 19th, 2003",19-12-2003,19 Dec 2003
2095-05-23,23/05/2095,05/23/2095,"23rd May, 2095","May 23rd, 2095",2095/05/23,"May 23rd, 2095",23-05-2095,23 May 2095
1964-08-08,08/08/1964,08/08/1964,"8th August, 1964","August 8th, 1964",1964/08/08,"August 8th, 1964",08-08-1964,08 Aug 1964
1969-05-06,06/05/1969,05/06/1969,"6th May, 1969","May 6th, 1969",1969/05/06,"May 6th, 1969",06-05-1969,06 May 1969
2058-09-28,28/09/2058,09/28/2058,"28th September, 2058","September 28th, 2058",2058/09/28,"September 28th, 2058",28-09-2058,28 Sep 2058
2045-09-14,14/09/2045,09/14/2045,"14th September, 2045","September 14th, 2045",2045/09/14,"September 14th, 2045",14-09-2045,14 Sep 2045
2097-11-19,19/11/2097,11/19/2097,"19th November, 2097","November 19th, 2097",2097/11/19,"November 19th, 2097",19-11-2097,19 Nov 2097
1911-01-03,03/01/1911,01/03/1911,"3rd January, 1911","January 3rd, 1911",1911/01/03,"January 3rd, 1911",03-01-1911,03 Jan 1911
2013-06-30,30/06/2013,06/30/2013,"30th June, 2013","June 30th, 2013",2013/06/30,"June 30th, 2013",30-06-2013,30 Jun 2013
1921-03-30,30/03/1921,03/30/1921,"30th March, 1921","March 30th, 1921",1921/03/30,"March 30th, 1921",30-03-1921,30 Mar 1921
2068-10-07,07/10/2068,10/07/2068,"7th October, 2068","October 7th, 2068",2068/10/07,"October 7th, 2068",07-10-2068,07 Oct 2068
1907-02-10,10/02/1907,02/10/1907,"10th February, 1907","February 10th, 1907",1907/02/10,"February 10th, 1907",10-02-1907,10 Feb 1907
2086-01-06,06/01/2086,01/06/2086,"6th January, 2086","January 6th, 2086",2086/01/06,"January 6th, 2086",06-01-2086,06 Jan 2086
1978-09-25,25/09/1978,09/25/1978,"25th September, 1978","September 25th, 1978",1978/09/25,"September 25th, 1978",25-09-1978,25 Sep 1978
1909-08-03,03/08/1909,08/03/1909,"3rd August, 1909","August 3rd, 1909",1909/08/03,"August 3rd, 1909",03-08-1909,03 Aug 1909
1941-08-26,26/08/1941,08/26/1941,"26th August, 1941","August 26th, 1941",1941/08/26,"August 26th, 1941",26-08-1941,26 Aug 1941
2036-01-23,23/01/2036,01/23/2036,"23rd January, 2036","January 23rd, 2036",2036/01/23,"January 23rd, 2036",23-01-2036,23 Jan 2036
2086-07-02,02/07/2086,07/02/2086,"2nd July, 2086","July 2nd, 2086",2086/07/02,"July 2nd, 2086",02-07-2086,02 Jul 2086
2044-09-23,23/09/2044,09/23/2044,"23rd September, 2044","September 23rd, 2044",2044/09/23,"September 23rd, 2044",23-09-2044,23 Sep 2044
2042-12-02,02/12/2042,12/02/2042,"2nd December, 2042","December 2nd, 2042",2042/12/02,"December 2nd, 2042",02-12-2042,02 Dec 2042
2050-10-07,07/10/2050,10/07/2050,"7th October, 2050","October 7th, 2050",2050/10/07,"October 7th, 2050",07-10-2050,07 Oct 2050
1909-02-07,07/02/1909,02/07/1909,"7th February, 1909","February 7th, 1909",1909/02/07,"February 7th, 1909",07-02-1909,07 Feb 1909
2047-05-10,10/05/2047,05/10/2047,"10th May, 2047","May 10th, 2047",2047/05/10,"May 10th, 2047",10-05-2047,10 May 2047
1949-02-02,02/02/1949,02/02/1949,"2nd February, 1949","February 2nd, 1949",1949/02/02,"February 2nd, 1949",02-02-1949,02 Feb 1949
1958-01-21,21/01/1958,01/21/1958,"21st January, 1958","January 21st, 1958",1958/01/21,"January 21st, 1958",21-01-1958,21 Jan 1958
2020-03-07,07/03/2020,03/07/2020,"7th March, 2020","March 7th, 2020",2020/03/07,"March 7th, 2020",07-03-2020,07 Mar 2020
2052-02-25,25/02/2052,02/25/2052,"25th February, 2052","February 25th, 2052",2052/02/25,"February 25th, 2052",25-02-2052,25 Feb 2052
2057-05-01,01/05/2057,05/01/2057,"1st May, 2057","May 1st, 2057",2057/05/01,"May 1st, 2057",01-05-2057,01 May 2057
2086-07-14,14/07/2086,07/14/2086,"14th July, 2086","July 14th, 2086",2086/07/14,"July 14th, 2086",14-07-2086,14 Jul 2086
1958-12-13,13/12/1958,12/13/1958,"13th December, 1958","December 13th, 1958",1958/12/13,"December 13th, 1958",13-12-1958,13 Dec 1958
1985-03-10,10/03/1985,03/10/1985,"10th March, 1985","March 10th, 1985",1985/03/10,"March 10th, 1985",10-03-1985,10 Mar 1985
2052-09-03,03/09/2052,09/03/2052,"3rd September, 2052","September 3rd, 2052",2052/09/03,"September 3rd, 2052",03-09-2052,03 Sep 2052
1956-05-10,10/05/1956,05/10/1956,"10th May, 1956","May 10th, 1956",1956/05/10,"May 10th, 1956",10-05-1956,10 May 1956
1913-02-03,03/02/1913,02/03/1913,"3rd February, 1913","February 3rd, 1913",1913/02/03,"February 3rd, 1913",03-02-1913,03 Feb 1913
2044-07-28,28/07/2044,07/28/2044,"28th July, 2044","July 28th, 2044",2044/07/28,"July 28th, 2044",28-07-2044,28 Jul 2044
1943-02-24,24/02/1943,02/24/1943,"24th February, 1943","February 24th, 1943",1943/02/24,"February 24th, 1943",24-02-1943,24 Feb 1943
1952-06-11,11/06/1952,06/11/1952,"11th June, 1952","June 11th, 1952",1952/06/11,"June 11th, 1952",11-06-1952,11 Jun 1952
2046-09-01,01/09/2046,09/01/2046,"1st September, 2046","September 1st, 2046",2046/09/01,"September 1st, 2046",01-09-2046,01 Sep 2046
2033-05-25,25/05/2033,05/25/2033,"25th May, 2033","May 25th, 2033",2033/05/25,"May 25th, 2033",25-05-2033,25 May 2033
1939-06-16,16/06/1939,06/16/1939,"16th June, 1939","June 16th, 1939",1939/06/16,"June 16th, 1939",16-06-1939,16 Jun 1939
2076-05-01,01/05/2076,05/01/2076,"1st May, 2076","May 1st, 2076",2076/05/01,"May 1st, 2076",01-05-2076,01 May 2076
1989-08-22,22/08/1989,08/22/1989,"22nd August, 1989","August 22nd, 1989",1989/08/22,"August 22nd, 1989",22-08-1989,22 Aug 1989
1959-08-27,27/08/1959,08/27/1959,"27th August, 1959","August 27th, 1959",1959/08/27,"August 27th, 1959",27-08-1959,27 Aug 1959
2082-06-28,28/06/2082,06/28/2082,"28th June, 2082","June 28th, 2082",2082/06/28,"June 28th, 2082",28-06-2082,28 Jun 2082
1968-08-04,04/08/1968,08/04/1968,"4th August, 1968","August 4th, 1968",1968/08/04,"August 4th, 1968",04-08-1968,04 Aug 1968
1979-06-08,08/06/1979,06/08/1979,"8th June, 1979","June 8th, 1979",1979/06/08,"June 8th, 1979",08-06-1979,08 Jun 1979
2081-12-02,02/12/2081,12/02/2081,"2nd December, 2081","December 2nd, 2081",2081/12/02,"December 2nd, 2081",02-12-2081,02 Dec 2081
1903-01-28,28/01/1903,01/28/1903,"28th January, 1903","January 28th, 1903",1903/01/28,"January 28th, 1903",28-01-1903,28 Jan 1903
1977-07-17,17/07/1977,07/17/1977,"17th July, 1977","July 17th, 1977",1977/07/17,"July 17th, 1977",17-07-1977,17 Jul 1977
1980-10-04,04/10/1980,10/04/1980,"4th October, 1980","October 4th, 1980",1980/10/04,"October 4th, 1980",04-10-1980,04 Oct 1980
1962-11-25,25/11/1962,11/25/1962,"25th November, 1962","November 25th, 1962",1962/11/25,"November 25th, 1962",25-11-1962,25 Nov 1962
2073-10-20,20/10/2073,10/20/2073,"20th October, 2073","October 20th, 2073",2073/10/20,"October 20th, 2073",20-10-2073,20 Oct 2073
1934-02-26,26/02/1934,02/26/1934,"26th February, 1934","February 26th, 1934",1934/02/26,"February 26th, 1934",26-02-1934,26 Feb 1934
2014-09-29,29/09/2014,09/29/2014,"29th September, 2014","September 29th, 2014",2014/09/29,"September 29th, 2014",29-09-2014,29 Sep 2014
2007-02-04,04/02/2007,02/04/2007,"4th February, 2007","February 4th, 2007",2007/02/04,"February 4th, 2007",04-02-2007,04 Feb 2007
2044-11-08,08/11/2044,11/08/2044,"8th November, 2044","November 8th, 2044",2044/11/08,"November 8th, 2044",08-11-2044,08 Nov 2044
2037-05-15,15/05/2037,05/15/2037,"15th May, 2037","May 15th, 2037",2037/05/15,"May 15th, 2037",15-05-2037,15 May 2037
2016-08-14,14/08/2016,08/14/2016,"14th August, 2016","August 14th, 2016",2016/08/14,"August 14th, 2016",14-08-2016,14 Aug 2016
1928-10-29,29/10/1928,10/29/1928,"29th October, 1928","October 29th, 1928",1928/10/29,"October 29th, 1928",29-10-1928,29 Oct 1928
2091-04-01,01/04/2091,04/01/2091,"1st April, 2091","April 1st, 2091",2091/04/01,"April 1st, 2091",01-04-2091,01 Apr 2091
2023-03-13,13/03/2023,03/13/2023,"13th March, 2023","March 13th, 2023",2023/03/13,"March 13th, 2023",13-03-2023,13 Mar 2023
1966-01-04,04/01/1966,01/04/1966,"4th January, 1966","January 4th, 1966",1966/01/04,"January 4th, 1966",04-01-1966,04 Jan 1966
2050-01-19,19/01/2050,01/19/2050,"19th January, 2050","January 19th, 2050",2050/01/19,"January 19th, 2050",19-01-2050,19 Jan 2050
2033-05-17,17/05/2033,05/17/2033,"17th May, 2033","May 17th, 2033",2033/05/17,"May 17th, 2033",17-05-2033,17 May 2033
2096-09-21,21/09/2096,09/21/2096,"21st September, 2096","September 21st, 2096",2096/09/21,"September 21st, 2096",21-09-2096,21 Sep 2096
1952-06-18,18/06/1952,06/18/1952,"18th June, 1952","June 18th, 1952",1952/06/18,"June 18th, 1952",18-06-1952,18 Jun 1952
